I want to know what is corona,how did the virus start,does coronavirus cause diarrhea,I have been in contact with someone who is positive and now i have a cough.,Is there any way to contact the authorities in case I have Covid19?,I am curious about how to protect myself against covid-19.,Corona rates and its speed.,I want to learn about the medication that can be taken for Covid-19.,Show me myths about Covid19,Do you know how the virus spreads?,,,,,,,,,
I want to learn about coronavirus.,How did the virus start?,does coronavirus cause headache,I have been in contact with someone who teste positive but have no symptoms.,Is this the only means of contacting our authorities?,I am wondering how I can protect myself from coronavirus.,Corona trajectory.,I want to learn how to find Covid19 treatment.,Tell me fake news about Corona,Do you know the virus can be transferred?,,,,,,,,,
I want to learn about Covid19.,How is coronavirus spreading?,does coronavirus cause pneumonia,I have body ache.,Look up who to contact to report a person under suspicion.,I am wondering if wearing a mask is effective in preventing coronavirus,Coronavirus fatalities.,Is acetaminophen a good medicine to help with the fever?,Tell me more about the myths surrounding covid-19.,Does corona virus spread through the exchange of bodily fluids?,,,,,,,,,
I want to learn about covid-19.,How is COVID-19 different from other diseases?,does coronavirus cause sore throat,I have breathing difficulty.,Please tell me a pone number to contact.,I am wondering what steps can I take to stay safe from Covid19? ,could i hav the corona virus,Is chloroquine effective against covid?,was corona virus being weaponized,does coronavirus live in the air,,,,,,,,,
I want to learn about the Novel Coronavirus disease.,How long has Covid19 been around?,does coronavirus cause vomiting,I have chills. Do I have covid-19?,Please tell me who to call if I wish to get tested for COVID-19.,I can say for sure I am doing my part to stop the spread of Covid19?,could the usa go on lockdown corona virus,Is COVID-19 incurable?,was corona virus from a lab,does coronavirus live in water,,,,,,,,,
I want to learn more about corona virus.,how the corona virus was created,does coronavirus make you vomit,I have congestion and a fever,Search for me 'phone number medic',I want to know if washing my hands is the best way to protect myself against the coronavirus.,Could you tell me how many people infected are?,Is Ibuprofen okay to use if you are worried about corona virus?,Was corona virus made in a lab?,does coronavirus live on clothes,,,,,,,,,
I want to learn more about COVID-19.,how to corona virus start,does coronavirus start with sore throat,I have cough,Search for the corona virus emergency contact information.,I want to know more about the precautions,Could you tell me how many people were infected today?,Is it bad to take flu medication if I worry that I have corona virus?,Was corona virus made in the lab,does coronavirus live on clothing,,,,,,,,,
I want to learn more about COVID-19?,How was corona virus created?,Does coughing mean I have Coronavirus?,I have developed the following symptoms: cough and fever.,Search for the emergency contact information for corona virus related cases.,I want to know the best protocol to avoid the virus.,Covid19 effected places.,Is it necessary to take medicines?,was coronavirus a bioweapon,does coronavirus live on fabric,,,,,,,,,
I want to learn more about the Corona Virus,I am curious about the origins of the corona virus.,does covid-19 always cause fever,"I have dry cough, do I need to go for check up.",Should I call if I think I have the corona virus?,I want to know what precautions to take against getting the virus.,Covid19 post wuhan facts.,Is it okay to take medicine for a headache?,was coronavirus bioengineered,does coronavirus live on food,,,,,,,,,
I want to see a description of COVID-19,I am wondering how covid-19 emerged,does covid-19 cause blood clots,"I have eyes swelling covid19.
I have headaches covid19.
I have sore throat covid19.",Should i call someone?,I want to know what precautions to take to avoid getting the virus.,daily stats for infection,Is it safe to use ibuprofen if I have corona virus,was coronavirus created,does coronavirus live on paper,,,,,,,,,
I was wondering if you can teach me more about Covid19?,I am wondering what caused the corona virus?,does covid-19 cause diarrhea,I have fatigue,Should I email or call the authorities if I suspect I have the corona virus?,I want to learn about some of the ways to avoid catching coronavirus.,de donde a salido el corona virus,Is Paracetamol recommended?,was coronavirus created in lab,does coronavirus live on surfaces,,,,,,,,,
I was wondering what can I do to learn more about Corona virus?,I am wondering what kind of virus causes Covid19. ,does covid-19 cause heart attacks,"I have flu like symptoms and body aches, do I have covid-19",Should i notify the authorities?,I want to learn about which precautions I should take to avoid Corona Virus.,did china create corona virus,is scientist making a cure for the corona virus,was coronavirus intentional,does covid-19 live on food,,,,,,,,,
I wonder what corona virus is,I am wondering what triggered COVID-19?,does covid-19 cause laryngitis,I have had a cough for several days.,Show me emergency contact information for local authorities.,I want to learn how to stay safe from Covid19.,did company create corona virus vaccine,is there a cure for corona virus,was coronavirus made in a lab,does covid-19 live on surfaces,,,,,,,,,
I would like learn more about this Covid19 virus.,I am wondering who was the first person to get the virus,does covid-19 cause nasal congestion,I have had a runny noes for several days.,Show me emergency contact numbers in my area.,I want to learn some measures against corona virus.,did corona virus reach the u.s,Is there a cure for the virus?,was coronavirus man made,Does Covid19 really spread via contact?,,,,,,,,,
I'd like to know what covid-19 is,I heard that the virus started at meat shop in China.  Is this true?,does covid-19 cause sore throat,I have high temperatures,Show me emergency numbers for the corona virus.,I would like help teach others how to keep safe from Corona virus.,did corona virus spread to hong kong,is there a cure to a corona virus,was coronavirus manufactured,Does COVID-19 spread through droplets?,,,,,,,,,
I'm wondering what coronavirus is,I want to get information about the origin of coronavirus,does covid-19 cause weight loss,I have intermittent coughing covid19.,Show me the contact numbers for the relevant authorities,I would like to learn how to keep safe of Covid19?,did coronavirus hit russia,Is there a cure?,was coronavirus released on purpose,Does the corona spread by touch?,,,,,,,,,
I'm wondering what makes COVID-19 fatal?,I want to know how covid-19 started,Does covid-19 only affect the lungs?,I have lost my sense of smell and taste.,Show me the corona virus information number.,"If i keep extremely warm, can i kill the virus that i am already infected with?",did coronavirus peak,Is there a drug I can take to cure Corona?,Was Covid19 created in a lab?,Does the virus spread from surfaces to humans?,,,,,,,,,
Information on corona virus,I want to know the cause of the corona virus.,Does covid-19 only affect the upper respiratory system?,I have nausea,Show me what number should I call.,"If i wear a mask, can i get infected?",did coronavirus peak in us,Is there a flu vaccine for the virus,was covid-19 made in a Chinese lab,Does the virus spread quicker through people in specific categories (i.e. those with pre-existing conditions and/or 60+ years old)?,,,,,,,,,
is corona virus a disease,I want to know what the virus was caused by,does covid-19 start with a cold,I have no appetite,Show me who to contact to report a suspected COVID-19 case.,Information on the precautions about corona,did disney close because of corona virus,Is there a medication that can be used?,was covid-19 man made,Does the virus spread thru air?,,,,,,,,,
is corona virus a pheic,I want to know where corona virus emerged.,does covid-19 start with a runny nose,I have no sense of smell,Tell me the contact information for the local authorities.,Is a mask necessary to avoid contracting COVID-19?,did rolo hanner have the corona virus,Is there a medication that treats the symptoms of coronavirus?,Was the virus caused by someone eating a bat?,Does the virus travel on plastic?,,,,,,,,,
is corona virus a virus,I want to know where the virus came from.,does covid-19 start with a sore throat,I have shortness of breath,Tell me the emergency contact information,Is being in group a risk if no one is ill,did simpsons predict the corona virus,Is there a medicine for the virus yet?,Was the virus created by Trump?,Explain me how infection can be spread,,,,,,,,,
is corona virus actually dangerous,I want to know where was the first outbreak of the corona virus?,Ear pain and covid19.,I have shortness of breath.,Tell me what number to call,is coughing on your arm effective in preventing spread of corona virus,did someone at grand valley actually have the corona virus,Is there a treatment for the symptoms of covid-19?,What are the myths about corona,Have there been any person who claimed that they infected through mosquitoes?,,,,,,,,,
is corona virus aiurborne,i want to learn about how the virus began,Find symptoms of coronavirus,I have some symptoms,Tell me what number to contact in case of presenting symptoms.,Is it better to wear a mask?,did the person that had corona virus in chicago die,Is there a vaccine for corona virus,What are the real effects of corona,How am I to know I got the virus,,,,,,,,,
is corona virus as bad as,I want to learn about the origin of coronavirus.,Hair loss and covid19.,I have stones covid19.,Tell me what to do if I think I have covid-19,Is it necessary to put all my clothes in the dryer to kill the virus?,did the simpsons do the corona virus,Is there a Vaccine for Corona virus?,What home remedies should I try?,How are people getting infected?,,,,,,,,,
Is corona virus dangerous,I want to learn how did coronavirus emerge,How affect corona virus?,I have swelled mouth covid19.,Tell me where should I contact,Is it necessary to wear a mask?,do clorox wipes have corona virus in them,Is there a vaccine for the corona virus?,what is china spending money on to help corona virus,How can a person get the corona virus from someone else?,,,,,,,,,
Is corona virus dangerous?,I want to learn how the virus emerged.,How are the symptoms for corona virus different from the regular flu symptoms?,I have trouble breathing,The Ministry of health by dialing *719#,Is standing in the sun a way to prevent the virus?,do i have to go to school corona virus,Is there a vaccine in place to protect those not yet infected,What is not true about the virus,How can corona be expaded,,,,,,,,,
is corona virus enteric,I want to learn more about the origin of coronavirus,How can I know if I am infected with coronavirus?,I have trouble breathing.,What are the emergency contacts for the corona virus pandemic,Is there any information for protecting your child from the Corona virus?,do kittens shed corona virus as they age,Is there a vaccine to prevent Corona?,What is true and what is not true about the virus?,How can covid-19 be spread,,,,,,,,,
is corona virus icos or helical,I want to learn more about what caused COVID -19,How can I know if someone if someone is infected with coronavirus?,"I have yellowish urine covid19.
I have bad diet covid19.
I have join pains covid19.",what are the emergency contacts of,Is there anything I can do to stop myself from getting sick?,do more men than woman have corona virus,Is there any medication I can use to lessen the effects?,What myths are there about the corona virus?,How can i get infected?,,,,,,,,,
Is corona virus new?,I want to learn where did coronavirus emerge,How can i know that i am infected with the virus if i have not shown any symptoms?,I seem to have lost my sense of smell,What are the emergency number for covd-19 cases?,Is there anything I can take that will help boost my immune system?,do us vaccines make us immune to corona virus,Is there any medication that can help?,What myths are there on covid-19?,How can more people be infected,,,,,,,,,
is coronavirus a disease,I would like to learn about the origins of the Corona virus.,How can I notice if somebody is infected with corona,I think I have temperature,What are the phone number and e-mail information for the local authorities?,Is there anything I can take that will prevent me catching corona virus?,Do you have data about the virus?,Is there any medicine at all that can be taken to prevent the virus?,Where can I check covid-19 facts and myths?,How can the virus be passed on to another person,,,,,,,,,
is coronavirus a flu virus,I'm wondering how did this virus start?,How can I tell if I have symptoms of the corona virus?,I want to learn more about corona virus related fever.,what email address should I use if,Is washing your hands better than hand sanitizer?,Do you have new information about corona virus?,Is there any medicine I should not take for corona virus,Where can I find out whether or not some hoaxes are true?,How can the virus be spread,,,,,,,,,
is coronavirus a pandemic,In what country did the COVID-19 virus originate?,How can the virus be detected,I?m coughing a lot,What email address should I use to get more information about corona virus,Is wearing a mask necessary to avoid catching covid-19?,Do you know how many are infected?,Is there any medicine I should take for corona virus,WHO Covid19 hoaxes.,How can the virus be transmitted,,,,,,,,,
is coronavirus a plague,In which way did corona virus appear?,How can you tell if someone has the Corona virus?,If I  have an elevated temperature is that Corona virus?,What email address to use if I think I have the corona virus?,Is wearing a mask the best way to prevent the virus?,Do you know the current number of infected persons?,is there any other cures for the corona virus,"Who is spreading the virus more, men or women?",How can you get the corona virus,,,,,,,,,
is coronavirus airborne,Information about the origin of the virus,how coronavirus affects the body,"If I am feeling extremely tired with a fever, does this mean I have corona?",What is the address for the hospital?,It is really necessary to stay at home?,does alcohol help prevent the corona virus,Is there any treatment?,Why are people saying Covid-19 is a Chinese virus?,How contagious is corona virus,,,,,,,,,
is coronavirus deadly,Is it true Covid was spread through eating bats?,how coronavirus affects the lungs,"If I am having night sweats, do I have corona virus?",What is the contact info for authorities during the pandemic?,Let's share the do's and don'ts for Covid19.,does antartica have corona virus,Is there anything that can be taken for the symptoms of the virus?,why did the corona virus break out,How contagious is the virus?,,,,,,,,,
is coronavirus fatal,Is it true the corona virus originated from bats in China?,how coronavirus attacks the lungs,"If I have a cold, how long should I isolate myself?",What is the contact information for emergency cases,Look up 'best way to prevent getting COVID-19',does china have to pay for the corona virus damge,is there cure for the corona virus,Will  Corona virus disappear in Spring?,how coronavirus is spread,,,,,,,,,
is coronavirus in the air,Is the virus really from a bat that was eaten in China?,how coronavirus feels,"If I have a fever, do I need to panic?",What is the Corona virus help line number?,Look up 'preventative measures' and 'corona virus',does cocain cure the corona virus,is there medicine for corona virus,Will a Covid19 vaccine be dangerous to take?,how coronavirus is transmitted,,,,,,,,,
is coronavirus more contagious than flu,Outline how the coronavirus surfaced.,how coronavirus is caused,"If I have high fever, do I need to be worried",what is the corona virus hotline,Look up 'preventative measures' and 'COVID-19',does corona virus affect shipping,Is Tylenol safe for use in relation to coronavirus?,Will drinking alcohol protect me against COVID-19?,how coronavirus progresses,,,,,,,,,
is coronavirus seasonal,Please look up corona virus origins.,how coronavirus is tested,"If I lost my senses of taste and smell, does this mean I have the corona virus?",What is the corona virus information number?,Please tell me what I should do to to prevent myself from catching the virus.,does corona virus kill animal,Look up medicine to avoid,Will ginger and lemon help in prevention?,how coronavirus spreads,,,,,,,,,
is coronavirus that bad,Search for Covid19 causes. ,how coronavirus is treated,"If I wait too long to get tested if I have the virus, does that increase my chance of it being fatal",What is the corona virus information phone number?,Pollution corona masks.,does dapp cover corona virus in dogs,Please tell me whether I can take this medicine.,,How did covid-19 spread so fast?,,,,,,,,,
is coronavirus the flu,Search for covid-19 origins.,how coronavirus kills,I'm coughing very badly.,What is the covid-19 hotline?,Prevention of corona virus,does drinking alchol prevent the corona virus,Search for treatments for Covid19.,,How did covid-19 transfer to humans?,,,,,,,,,
is covid-19 a disease,Search for me how the virus emerged.,how coronavirus starts,I'm having a fever.,What is the direct number for my doctor?,Sanitized reusable masks.,Does each country have their own records for the Covid19 virus?,Search 'medicine for coronavirus' for me,,How did humans get covid-19?,,,,,,,,,
Is COVID-19 a disease?,Search 'origin of coronavirus' for me,how coronavirus test is done,I'm having high fever and sweating. Can you tell me if this is coronavirus?,what is the email address of the corona virus station in,Search for me if I should wear a mask.,does emily have the corona virus,Should I be worried about Covid19 vaccine?,,How do I learn learn more about the spread of this virus?,,,,,,,,,
is covid-19 a pandemic,Search 'where did coronavirus emerge' for me,how coronavirus test works,I'm tired.,What is the e-mail address?,Search for me precautionary actions to take to prevent catching covid-19.,does greenland have the corona virus,Should I self medicate?,,How do people catch corona virus,,,,,,,,,
is covid-19 a retrovirus,Share with me where the virus first presented itself.,how coronavirus testing works,I'm wondering if my diarrhoea could be corona virus.,What is the emergency contact,Search 'how to avoid catching coronavirus',does jackie chan have the corona virus,Should I take a medicine without a medical prescription?,,How do you get corona virus?,,,,,,,,,
is covid-19 a virus,Show me how coronavirus emerged,how coronavirus works,Information about fever as a symptom of corona,What is the name of nearby clinics?,Search 'precautions for corona' for me,does missouri have the corona virus,Should I take an aspirin?,,How do you get coronavirus?,,,,,,,,,
is covid-19 airborne,Show me how coronavirus started,how covid-19 kills,Is a fever a symptom of Corona Virus?,What is the number for the advice nurse?,Self clean immunised masks.,does the corona virus affect your brain,Should I take ibuprofen?,,How do you get COVID-19?,,,,,,,,,
is covid-19 airborne or droplet,Show me how the Corona Virus came to be.,How do I know I have coronavirus?,Is a fever among the symptoms of the virus?,What is the number for the virus?,Self hygiene and cleaning for corona.,does the corona virus cause a latent infection,Should i take medicine?,,How does 1 person infect another person with the Corona virus?,,,,,,,,,
is covid-19 the flu,Show me how the corona virus emerged.,How do I know I have the virus?,Is a headache a symptom of corona,What is the number to call?,Should I avoid going out to prevent myself from catching the virus?,does the corona virus have,Should I take Tamiflu if I have a symptom?,,How does corona virus spread,,,,,,,,,
Is COVID-19 virus new?,Show me how when the virus was first identified.,How do I know if I have Covid 19?,Is fever a symptom of corona,What is the number to schedule an appointment,Should I avoid touching things?,does the corona virus kill you,Should I use hydrochloroquine?,,How does Corona virus spread?,,,,,,,,,
is it corona virus,Show me information for how the virus started?,How do I know if I have signs of the Corona virus?,Is fever a symptom of the virus?,What is the phone number available for emergency communication,Should I keep social distance,does the flu shot protect against the corona virus,Should patients be treated for only the symptoms they show or is there a cure for the virus?,,How does it infect one person from another?,,,,,,,,,
is it corona virus or coronavirus,Show me the facts on how covid-19 emerged.,How do I know if I should get tested for the virus?,Is fever alone a concern for covid-19,What is the phone number in case of emergency,should I practice social distancing to prevent from catching corona virus,does ucsd have the corona virus,Show me the medicine the coronavirus,,How does it spread?,,,,,,,,,
Is it possible for you to enlighten me about the Corona virus?,Show me what causes Covid19.,How do I know that I have been infected with the corona virus?,Is my fever a Covid19 symptom?,What number do I call for corona virus questions?,should I sanitize my hands,does wearing a mask help corona virus,Show me the medicines I can use to help against covid-19.,,How does one get exposed to risk of being infected,,,,,,,,,
is the corona virus a disease,Tell me about how the corona virus started,how do I know that I have corona virus,Is sore throat a symptom of corona,What number do I call if I think I have the corona virus?,Should I still go to church?,Give me the data about covid,Show me which medicines are best for treating the virus.,,How does the corona virus spread?,,,,,,,,,
is the corona virus a pandemic,Tell me how the corona virus emerged?,How do you tell if you have corona?,I've had a fever since last night. Can you tell me if this is Corona Virus,What number should I call for ambulance services?,Should I use hand sanitizer?,has an american died from the corona virus,Some governments are asking that medication not be taken for the side effects are unknown.,,How does the disease spread?,,,,,,,,,
is the corona virus new,tell me how the virus started,How does a person feel if infected with corona,Lethargy and covid19.,What number should I call if I have symptoms?,Should I wash my groceries?,Has any country recovered fully from the corona virus completely?,Tell me more about the medication that can be used.,,How does the virus spread?,,,,,,,,,
is the corona virus that bad,Tell me the origin of corona virus.,How does covid-19 affect people?,Meaning of fever for corona virus,What support is provided by the authorities?,Should I wear a mask in my home?,has anyone recovered from the new corona virus,Tell me what medicines can be used.,,How far can the virus travel from a sneeze?,,,,,,,,,
is the corona virus the flu,"Tell me the origin of covid, please-",How does one typically feel when infected with the corona virus?,Meaning of sore throat for corona virus,Where can I go to get help?,Should I wear a mask to prevent myself from catching the virus?,has china contracted the corona virus,What are the dos and don'ts on medicines for corona,,How fast is the virus spreading?,,,,,,,,,
is the corona virus worldwide,Tell me where coronavirus came from.,How does someone with covid-19 feel?,Mouth burns and covid 19.,Where can I reach emergency contacts?,Should I wear gloves when I am out in public spaces?,has corona virus affected any white people,What can I take if I have the symptoms of corona,,How is corona virus spread?,,,,,,,,,
Is there any way I can learn about Corona virus?,Tell me where does coronavirus come from.,how does the covid 19 vaccine effect the human body,My body is aching.,Where can someone go if they think they have the virus.,Should I wear gloves?,has corona virus been found in minnesota,What drug is most effective in treating covid-19?,,How is COVID-19 spreading?,,,,,,,,,
Is this Covid a virus?,The virus emerged as a result of what?,How does the virus exhibit in the human body?,My chest feels tight. I am wondering this is a symptom of corona virus.,Where do I get medical advice about COVID-19?,Should I wear goggles?,has corona virus been found in the usa,What drug shold I take,,How is the corona virus spreading?,,,,,,,,,
I've been wondering about the Corona virus. What is it?,was coronavirus from bats,How does the virus starts to show,My entire body hurts,Where do I go if I am worried about having corona virus?,Should I wear special footwear?,has coronavirus peaked,What drugs can be taken to help with the corona virus,,How is the coronavirus being contracted?,,,,,,,,,
Look up corona virus,What animal did covid-19 come from?,How long do you wait before asking about symptoms?,My fever has been accompanied by body aches.,Where do I go to test for corona virus?,Should I wear two masks?,has coronavirus peaked in california,What if some medicines treat the current Corona virus but have side effects that show up long after?,,How is the expansion of the virus produced,,,,,,,,,
Look up COVID-19,What are the origins of covid-19?,how long it takes to show symtoms,My limbs are aching,Where do I go to test for COVID-19?,Show me how I can prevent contracting the corona virus.,has coronavirus peaked in china,What if untested medicine treats the Covid19 virus but causes other long term side effects after?,,How long does covid-19 stay on objects?,,,,,,,,,
May I have some information about coronavirus?,What are the origins of the coronavirus?,"How long symptoms emerge of corona virus?
How much time corona virus takes to multiply?
How much time the cough persist in coronavirus?",My sense of taste is gone,Where is the best place to go if i am positive with corona virus?,Show me how to wear my mask.,has coronavirus peaked in new york,what is a medicine for corona virus,,How long has the virus spread?,,,,,,,,,
More about covid-19,What brought about COVID-19?,How long symptoms of corona virus take to emerge?,My temperature is quite high.,Where should I go if I am feeling sick,Show me information on how to stay safe from the virus. ,has coronavirus slowed down,What is so hard to find medicine for this virus?,,How quickly can the virus spread from one person to the next?,,,,,,,,,
More information on Covid,What can you tell me about the emerging of the virus?,how people die in corona virus,My temperature is rising,Where should i go in case i have shown symptoms?,Show me some tips to protect myself from coronavirus.,has coronavirus slowed down in china,What is the best drug to cure the virus,,How to quarantine the workplace system from covid19?,,,,,,,,,
More information on the corona virus,What caused corona virus,How to know if I have the corona virus?,My temperature seems higher than usual.,Which government office is the authority on corona virus?,Show me the proper way to wash my hands.,has covid-19 hit canada,what is the cure for corona virus,,How will the disease catch you from me or any other person?,,,,,,,,,
Please explain corona virus,What caused COVID-19 to exist?,how to known if you have the corona virus,My throat seems to be stuck.,Which local authorities can provide medical assistance,Tell me how to prevent myself from the virus.,has covid-19 hit hawaii,What is the treatment for corona virus,,I am wondering about how it spreads,,,,,,,,,
Please give me more information about covid19,What caused the corona virus to emerge?,How to tell I have or someone may have the virus,My vision is blurred.,Which number would be best to contact if it is an emergency?,Tell me if staying at home in isolation helps.,has covid-19 hit india,What is the treatment?,,I heard cats can catch the corona virus. Can my cat give me covid-19?,,,,,,,,,
Please share what you know about the Corona Virus.,What caused the COVID-19 virus?,How will I know if I have coronavirus?,Neck swelling and covid19,Who can I call if I suspect I have contracted the corona virus?,Tell me more about how to avoid catching the virus.,has covid-19 hit mexico,What is the worse medicine that can be taken for the corona virus?,,I need to know how is the virus spreading in my country,,,,,,,,,
Search 'coronavirus' for me,What caused the virus?,How will I know if I have covid-19?,Nose bleeding and covid19.,Who can I communicate with,Ways to stop corona virus spread.,has teh corona virus reached th e usa,What kind of medicine should i take?,,I wan to learn the main circumstances under which the virus spreads.,,,,,,,,,
Search for coronavirus for me.,"What causes Covid19?",How would I feel if I had the virus,Should I worry if I have a low fever?,Who can I contact,What are the dos and don'ts to prevent corona,has the corona virus hit indiana,What medication can be used to treat Corona?,,I wanna know how the virus passes between individuals,,,,,,,,,
Search for information concerning COVID-19.,What country did Covid19 start in?,I am curious about the corona virus symptoms.,Show me information for constant chest pain,Who can i contact?,What are the precautions for Covid19?,has the corona virus reached maine,What medication can I use against covid-19?,,I want information about the transmission of the virus,,,,,,,,,
Search for information on Covid19,What do i need to know about the emergence of the Corona virus,I am curious if having no symptoms means I do not have the virus.,Show me the typical symptoms of COVID-19.,Who can I go to to get help?,What are the prevention methods suggested?,has the corona virus reached new jersey,What medication can treat the corona virus,,I want to know how is the virus spreading,,,,,,,,,
Search the web for covid-19,What gave rise to the virus?,I am wondering if my symptoms mean I have COVID-19.,Stools and stomach crumbs covid19.,Who can I speak with about what medicines to take for the corona virus?,What are the preventive measures for Corona virus?,has the corona virus reached the us,What medication is bad against corona?,,I want to know if mosquitos can spread it.,,,,,,,,,
Search 'what is coronavirus' for me,What is Covid's origin?,I am wondering if people have fever if infected with corona.,Tell me if coughing is a symptom of coronavirus.,Who do I call if I have corona virus,What are the preventive measures?,has the corona virus spread to nm,What medications are being tested?,,I want to know if the Corona Virus is airborne or not.,,,,,,,,,
Searching for information about corona virus.,what is the beginning of corona virus,"I have a cold and chills, does it mean that I have corona virus",Tell me more about fever and cough symptoms.,Who do I call if I want to book an appointment with the doctor?,What are the suggestions to prevent corona,Has the number of infected people decreased?,What medications should I not take if I think i have the virus,,I want to know more about the transmission of the Corona Virus.,,,,,,,,,
Send me information about Coronavirus,What is the cause of covid-19?,I have a cough and a slight fever. Should I be concerned that I have Covid19?,What symptoms do corona virus patients have?,Who do I call to get tested for coronavirus?,What are the ways to prevent the virus?,have any americans died of corona virus,What medicine are not recommended?,,I want to learn about the spread of the Virus.,,,,,,,,,
Share with me all information about COVID-19.,What is the cause of the virus?,I have a cough and fever. Do I have corona virus symptoms?,What symptoms do COVID-19 patients have?,"Who do I call, if I think i have Covid-19 virus",What can I do to avoid catching the virus?,have any cruise ship passengers died from corona virus,What medicine can I take for Corona virus,,I want to learn how covid-19 is spreading,,,,,,,,,
Show me information about corona virus,what is the origin of corona virus,"I have a persistent cough lately, does this mean I have the virus?",What temperature is too high for a fever?,Who do I call?,What can I do to help stop the spread of the virus?,have any kids gotten sick of the corona virus,What medicine do doctors recommend for coronavirus?,,I want to learn if the virus is airborne,,,,,,,,,
Show me information about coronavirus,What is the origin of Covid19?,"I have body ache, cough, fever but no breathing dificulty, can i be infected with the virus?",When to go to the hospital if I feel sick. ,Who do I contact for information about COVID-19?,What can I do to prevent the virus,have coronavirus cases decreased,What medicine is recommended?,,I want to learn more about how the virus spreads.,,,,,,,,,
Show me information about covid-19,What is the origin of covid-19?,I need to know what the symptoms of corona virus are,Why do Covid19 patients get fever?,Who do I contact for information in my country about the corona virus,What can I do to protect me from the virus?,have coronavirus cases decreased in china,What medicine should not be ingested to lower the risk of contracting the corona virus?,,I would like to know if covid-19 can be transmited by animals.,,,,,,,,,
Show me information about COVID-19.,What is the origin of the corona virus?,I want information about the symptoms of the virus,Why do I feel feverish?,Who do I contact if I have concerns about COVID-19?,What can my family do to avoid contracting corona virus?,have coronavirus cases decreased in italy,What medicines are recommended for corona,,I'd like to know covid-19 is spreading.,,,,,,,,,
Show me information on covid-19.,What is the origin of the virus,I want informaton about the symptoms of the virus,,Who do I have to call for an emergency?,What can we do to prevent the spread of the Covid19 virus?,have coronavirus cases decreased in new york,What medicines are useless for corona,,Information about virus spreading,,,,,,,,,
Show me what corona virus is.,What is the origin of the virus?,I want to know the symptoms of covid-19.,,Who do i have to contact?,What do I do to not get corona virus,have coronavirus cases dropped,What medicines should I avoid if I am infected with corona,,Is Corona airborne?,,,,,,,,,
Show me what the corona virus entails.,What is the point of origin for the Corona virus?,I want to know what the symptoms of covid-19 are,,Who do you call to know if you should go to the hospital?,What do i have to do to prevent getting the virus?,have coronavirus cases dropped in china,What should I take if I have corona virus?,,Is corona virus a communicable disease?,,,,,,,,,
Show me what type of disease is COVID-19?,What is the root cause of the COVID-19 virus?,I want to learn about the Corona Virus Symptoms.,,Who is the main authority to contact in case i am showing symptoms?,what face masks can help figth corona virus,have coronavirus cases dropped in italy,What should I take?,,is corona virus still contagious when you are over it.,,,,,,,,,
Teach me about covid-19.,What is the root cause of the virus,I want to learn more about covid symptoms,,Who should I contact if I suspect that I have corona virus,what is social distancing,have coronavirus cases gone down,what types of masks work for covid 19,,Is covid-19 airborne?,,,,,,,,,
Tell me about coronavirus,What led to the Novel Coronavirus disease?,I want to learn more about the lesser known symptoms of the virus,,who should I contact now?,What is social isolation?,have coronavirus cases in china gone down,when coronavirus vaccine,,Is covid-19 in the air?,,,,,,,,,
Tell me about covid-19.,What started the corona virus?,I want to learn more about the symptoms of coronavirus.,,Whom do I contact if I have concerns about my health?,What is the best method to avoid getting infected with the virus?,have coronavirus cases peaked,when was the vaccine for the corona virus made,,Is covid-19 spread only through water droplets?,,,,,,,,,
Tell me about the coronavirus,What started the virus?,I was wondering if my cough is symptom of Covid19.,,You can also visit the nearest quarantine facility,What is the best way to avoid getting corona virus?,have coronavirus cases peaked in california,Where can I find information on the correct medication to use?,,Is it spread through sneezing?,,,,,,,,,
Tell me about the Novel Coronavirus disease.,What was the beginning of corona virus?,I would like information about the symptoms of COVID-19.,,,What is the best way to prevent myself from getting the virus if I have to go out?,have coronavirus cases peaked in china,Where can I find medication to take for Covid19?,,Is it spreading quickly?,,,,,,,,,
Tell me everything about covid-19,what was the corona virus caused by,I would like to learn on the symptoms of Corona virus.,,,What is the correct way to wear a mask?,have coronavirus cases peaked in new york,Where is there proof that these medications work without side effects?,,Is it true the virus can stay on surfaces and clothes for long periods of time?,,,,,,,,,
Tell me everything about the Corona virus,what was the source of corona virus,"If exposed to the virus, how long before I start to feel sick?",,,What kind of face mask should I use,have coronavirus cases slowed,Which are the most efficient medicines for corona,,Is it very contagious?,,,,,,,,,
Tell me the main characteristics of coronavirus.,what year the corona virus started,If I have a cough does it mean I have coronavirus?,,,What kind of mask is best to avoid getting corona virus?,have coronavirus cases stopped in china,Which are the prescribed medicines?,,Is it water borne?,,,,,,,,,
Tell me what corona virus consists in,when corona virus start,if I have a fever do I have corona virus,,,What kind of mask should I wear?,have coronavirus deaths decreased,Which are the recommended medicines?,,Is my dog at risk for corona virus?,,,,,,,,,
Tell me what corona virus is,when coronavirus start date,If I have a runny nose does this mean I have corona?,,,what kind of masks help against corona virus,have coronavirus deaths peaked,Which medicine to not take if you think you have corona virus,,Is physical contact the only way the virus can be spread?,,,,,,,,,
Tell me what is the Corona Virus.,when coronavirus started,"If i have fever, do i have coronavirus?",,,What kind of masks should I use,have coronavirus patients recovered,Which medicines should I take if I have tested positive for COVID-19?,,Is the corona virus contagious?,,,,,,,,,
